COUNTY_FIPS,NHW MELANOMA INCIDENCE,Temperature range,*UV Daily Dose*,Cloud,*Elevation*,Temperature,*Cloud Variability*,*Temperature Variability*,Sun exposure,UV daily dose CDC,*UV Solar Noon*,*Income per capita*,*Median Household*,*Dermatologists*,*Primary care*,Doctors,"*Households >$50,000*","Households >$100,000",Health insurance < 65
13115,34.91,29.43413719,4422,57.49032205,229.6742739,16.42921131,4.724530327,73.74383708,4403,2958,144,33927.8,43822.5,3.810513553,126.578332,334.4245259,49.0000925,18.25918046,80.56
9007,50.74,30.59657143,3835,58.93640906,73.52477477,10.94036508,4.565784093,82.20017778,3839,2115,100,60732.4,80783,3.8453801,73.70986486,245.4162057,71.05904984,41.65521624,93.92
13273,43.3,26.96751701,4647,54.81626064,106.2039474,18.06143001,7.371873923,65.11276361,4630,3315,163,36855.8,30453.5,0,2.20852934,22.0852934,49.8200144,12.275018,80.96
13063,54.73,28.61367041,4570,58.20251407,273.015873,16.72668538,7.503789876,70.88110487,4469,3036,149,25521.4,42522,0.370077872,30.05032319,88.22656463,42.3055504,12.41507332,77.54
13073,64.49,28.60798206,4557,53.59636197,119.7295374,17.37218233,5.337661293,69.80286099,4561,3068,150,44222.4,72591.5,7.165356362,112.639402,423.472561,70.47894302,33.39919783,87.4
34037,49.13,33.5769697,3839,65.53138868,248.2222222,10.7026146,5.699603918,87.08840093,3766,2102,100,53629.8,87901.5,0,49.13475898,133.8784163,74.16769862,42.79149737,91.58
13193,47.02,27.51002747,4624,55.28065161,121.5013624,17.85705126,7.018635125,66.98232143,4590,3224,159,27432.6,29767.5,0,7.231076273,13.01593729,43.77104377,11.29476584,77.58
21209,46.62,32.30538321,4039,63.78939895,267.8669065,13.01161036,6.155291441,83.8712865,4047,2458,118,38843,64312.5,0.649316919,51.8154901,117.6562257,62.44509517,27.59297218,90.92
19053,41.01,38.66083294,4177,55.91041141,319.9883041,10.69222431,6.512865819,101.4649555,4037,2376,112,29828.4,39801,0,41.45027187,53.6415283,39.73169924,11.97416363,89.84
49005,68.39,38.51650526,4436,47.76348915,1922.238832,6.693478946,15.34850285,89.80414737,4500,2773,129,32953.8,52154.5,4.206573023,46.27230325,144.706112,54.19630605,19.64322329,87.8
13049,25.31,24.40864511,4607,57.23055982,33.70305677,19.72398294,7.569701931,56.04631311,4630,3325,165,21908.2,43017.5,0,24.64989447,40.05607851,43.87943787,16.3091716,82.66
13233,34.38,29.19965096,4462,58.61720765,281.2177122,16.33169716,5.343708548,72.87143979,4410,2985,146,28479.6,39252.5,0,29.01297847,39.65107058,41.42246774,13.33563506,79.38
16055,59.23,32.92428374,3762,62.38706421,902.5765583,8.130312966,19.15327235,79.19321367,3766,1998,90,38321,51296,2.482156678,74.73548108,207.4180381,51.9334104,18.80971098,85.1
22021,56.48,28.10156658,4578,54.91857071,41.03125,18.8805831,5.514647889,69.12672063,4549,3212,158,30896,32613.5,0,36.02377569,48.03170092,38.50442768,16.82518859,82.38
21061,45.4,32.060497,4190,61.22989722,198.0274914,14.31136106,5.226994851,82.56736932,4124,2565,124,28750,41412,0,8.29641429,8.29641429,41.03165299,12.09634445,86.08
36091,60.92,35.40644234,3760,65.46608046,226.2061856,8.708259023,5.93503161,93.35432269,3680,1976,92,57678.8,74522,2.07551125,73.2951973,210.2789398,67.91668607,34.67261212,94.16
36003,41.11,33.08266033,3685,73.75992406,560.4608209,7.7070962,8.735300408,87.36754157,3561,2024,95,31331.4,44067.5,0,41.46753176,73.72005646,44.22253923,11.93253336,91.6
19031,45.32,38.85778061,3994,58.83991072,237.0816327,9.802221512,7.326079934,102.5858546,3880,2227,104,48356.6,60801,0,24.99619623,43.47164562,62.56097561,20.79945799,93.92
13089,82.77,28.8280203,4546,57.57059962,285.4344262,16.52100678,6.847835368,71.56292386,4437,3006,147,42083.2,53626,6.127142726,105.4789924,450.1653223,69.75102616,41.2967992,80.92
13227,107,29.3377381,4409,58.44969235,432.1826484,15.09950396,5.273633136,73.2440119,4361,2922,143,40411.2,57832.5,3.33355557,40.66937796,101.3400893,56.45184036,22.24415926,81.6
19027,50.87,40.12,4088,53.93335232,389.3809524,9.29129548,6.494932164,106.7666201,3986,2302,108,48806.6,52561,0,90.53209509,154.7806787,52.40603304,17.93751496,93.7
22107,28.55,27.74517409,4572,53.40827523,23.94076655,18.85195751,6.2188487,68.30002644,4610,3290,161,35438.6,22423,0,0,12.48491406,39.94219653,16.24277457,80.9
19151,40.08,40.72873851,4038,55.12437341,370.8826531,8.636977865,6.660392649,109.1812281,3909,2221,103,53657.6,45519,0,28.29975096,33.95970115,47.41845599,14.55499099,92.22
16045,37.84,36.5641189,4305,44.56286926,1086.437931,9.96994692,18.40043717,84.2775966,4498,2523,117,32496.8,41858,1.977981114,58.15264476,81.88841813,40.1719795,10.44037175,82.36
13119,57.31,29.33721649,4484,52.51833503,233.0204918,16.37524053,4.085241527,73.01670103,4513,3017,147,32388.4,36531,0,22.56358418,45.12716836,37.80138946,9.515052445,79.5
13265,10.88,28.52365439,4561,53.92764874,169.95,17.25520533,4.952422095,70.02228045,4541,3066,150,29872,28403,0,0,0,28.89305816,2.626641651,77.7
36075,30.18,34.60251977,3705,66.42087962,137.8751836,8.918956532,12.10036253,92.98529152,3590,1965,91,35194.2,49807.5,0,37.31894094,73.14512424,50.33676929,17.67014813,91.88
35059,28.21,36.11512774,5110,35.01781312,1657.624577,11.66064462,5.324602195,83.08854346,5194,3387,163,32014.6,37155,0,55.8607206,79.13602085,45.73721163,19.00702106,82.46
36111,46.04,34.11103301,3782,65.93263474,346.3937075,9.411966628,5.193361027,88.7178147,3749,2046,96,43351.6,60285,1.107908026,68.468716,175.7142129,59.89201151,28.2475582,90.16
34007,63.67,31.40078212,4002,59.64126399,29.75,13.09780265,3.699910521,83.66303911,3980,2249,107,46944,63611,5.732516606,102.3645068,399.5694359,67.0111403,36.07718029,88.48
16041,23.69,38.58606984,4402,49.09695992,1780.053468,7.334961615,15.30661842,90.43677935,4435,2685,125,31893.2,49858,0,36.84315562,46.05394452,51.41144142,13.29003248,84.06
13045,75.07,28.75081788,4525,57.99591603,329.3193833,16.34345236,5.310141765,71.34445474,4437,3045,149,33287,45215,2.050979137,46.41072791,155.4056192,48.70258188,17.08024231,81.44
16065,48.27,37.78058104,4245,46.96293724,1698.521472,6.906774557,15.52305966,88.63115189,4258,2543,117,22601,32926.5,0,64.646677,127.191023,35.55089192,11.67366212,87.72
21001,43.21,31.22546385,4138,62.85914379,264.2358974,14.09763272,5.213341858,80.33804223,4109,2568,124,27717.8,34968.5,0,34.76685139,63.21245707,35.65914489,9.560570071,86.18
21077,18.72,33.18916256,4038,63.02483963,206.03,12.93072653,6.578864188,86.73485222,3997,2400,115,28068,49310,0,37.39453572,58.42896207,51.19514806,16.50017838,87.12
21097,32.4,32.41311612,4016,63.91661099,246.1548822,13.00401002,5.637195326,84.28375104,4020,2452,117,31373,40150.5,0,50.46004531,106.2881805,42.09478883,14.57949436,88.42
21017,51.1,31.99722967,4021,64.08573091,270.8362989,13.09912871,5.958161438,82.93798034,4037,2468,118,39543.8,46547,0,60.94271385,103.9023318,49.13756237,16.82109765,85.84
13075,31.27,26.01697192,4638,56.12245723,73.96097561,18.61734843,6.852579461,61.45807082,4658,3351,166,28549.4,35611,0,53.80494538,58.48363628,45.54798614,11.83219792,78.4
16033,54.36,37.71048942,4119,52.25937425,1965.907357,5.002844809,12.87726635,88.5942079,4260,2470,114,37551.4,32799.5,0,0,0,45.11278195,7.01754386,68.04
19109,59.59,40.99357798,3996,56.79123603,354.7048853,8.167829966,7.353400353,110.2745326,3861,2183,101,49342,53182,0,42.01239366,68.27013969,54.03951111,17.58782381,93.14
19085,29.97,40.11313096,4144,51.71458173,351.1769784,10.18282149,6.849509356,106.0063572,4042,2345,110,42745.4,55562.5,0,39.042347,48.80293375,55.39140771,18.84870097,92.44
19187,42.58,40.35054945,4050,55.63409,339.6771978,8.999499192,6.664852335,107.8342651,3926,2220,104,41766.6,42278,5.402134924,51.86049527,146.3978564,43.72496899,14.90342017,92.24
19101,37.37,38.57358277,4101,58.99656303,223.7067308,10.68724017,7.235534204,101.3132256,3951,2281,107,36978,43707.5,0,79.63345528,116.5649128,47.24086208,15.6864293,90
49013,71.99,38.40021021,4633,52.25279016,2372.162002,5.062813379,8.054138147,90.14965821,4779,2952,140,37140.8,62066.5,4.944082428,36.58620997,117.6691618,60.93549216,22.05945344,83.66
21193,32.84,30.17055641,4049,63.9453637,406.5294118,13.25210587,4.791578955,77.09943586,4052,2537,122,34405.6,32243.5,0,120.3551558,303.410303,34.01804303,9.359241268,88.12
19121,32.5,39.28534831,4134,55.69993708,324.5714286,10.12668166,6.361869663,103.8216719,3986,2312,109,43287.8,60068.5,0,63.8471754,76.61661048,60.56543992,23.26752783,93.28
13279,39.62,26.85090772,4593,54.81198191,58.94864048,18.32366995,6.169704991,63.87123298,4636,3240,160,32414.2,34714.5,7.336380377,92.43839275,223.0259635,44.04025881,14.73759885,79.62
26163,39.81,34.13240977,3792,63.61889537,192.7218155,9.627090169,8.957776163,93.00572731,3694,2109,99,37362.2,42456,4.034169187,67.15195083,292.925926,55.39586989,24.09190871,88.06
16053,43.29,38.96170732,4379,41.11744003,1212.533858,10.93709688,14.44683462,94.06967886,4598,2703,126,35670.6,44025.5,0,37.83912213,51.91879548,47.12082934,14.10401603,76.32
16037,59.13,35.46806051,4065,56.33854177,2316.129933,2.890940842,10.58045332,82.17942046,4247,2484,115,41038.2,38716.5,0,0,4.784002296,38.35532372,11.23043878,83
19089,59.58,40.11225235,3888,59.71944853,380.4386973,7.774287452,5.305317376,107.2776642,3734,2130,99,44947,50645.5,0,40.18612521,44.41624365,51.79460309,15.62745612,91
13181,43.25,28.81414791,4547,52.83422293,127.9098712,17.3060647,4.33560558,70.7017149,4550,3047,149,32358.2,35977,0,28.48929062,33.66916164,40.31203879,15.43327008,80.98
36089,37.33,37.66998236,3705,68.54252877,244.5775688,7.145041166,7.200346132,100.2654322,3557,1862,86,32926.6,46517.5,1.197662163,52.27795343,143.0008623,47.25809656,14.75884165,90.68
6067,60.65,29.27857143,4957,27.1822356,28.63081696,17.52071122,18.23976179,57.21237049,4859,2993,142,45271,58113,4.678316484,80.74144479,284.7070467,61.48573454,30.01753677,88.22
6083,96.48,20.72294095,5044,29.31860895,375.3741731,14.52088986,11.18496977,38.73453468,5027,3365,163,53911,66004,4.624253619,77.00519387,245.1612492,66.90398409,38.26847052,83.96
21055,53.79,33.61084165,4279,59.395584,146.9403409,14.45521279,6.229202276,86.59608417,4188,2613,125,32380.2,38215,0,43.3557338,54.19466724,41.26702997,13.91008174,87.46
19147,59.64,40.99786967,4014,55.57507099,381.3129252,8.229079656,6.984210525,110.2160359,3878,2196,102,52268,48791.5,0,61.21690461,61.21690461,49.56660888,15.73543139,92.76
19159,41.65,38.77719216,4179,55.36619581,351.056391,10.60822061,6.576111887,101.7940672,4068,2396,113,40484.6,48842,0,86.76789588,169.5917965,48.94252302,15.40184125,89.22
21119,30.56,30.18655713,4032,63.9865325,423.9090909,13.07134678,5.042475761,77.05825243,4035,2543,122,27934.2,30457,0,37.8649232,60.58387712,33.22686392,8.55677902,87.68
19045,40.99,38.68303136,3967,59.31166492,219.4674221,9.865830425,6.926360151,102.0646167,3871,2202,103,39944.8,50396.5,0.693678508,55.35554492,124.8621314,51.8751493,20.16084083,93.74
6009,50.48,30.64095932,5022,29.39285894,730.7740628,14.3493659,17.11951305,61.78609995,4971,3109,148,41553.4,54016.5,0,48.24012864,103.626943,55.15986072,25.64102564,88.66
25001,48.16,22.98578947,3923,54.86115574,-6.694992413,9.931152304,6.059505493,68.20875598,3826,2153,101,62399.6,65649.5,4.810963285,97.77118934,267.6137125,62.12343514,30.07684481,95.96
36097,58.06,33.78192253,3679,71.82064614,409.625,8.614568385,7.961356791,89.03535868,3563,1988,93,37793.2,47745,0,76.30425778,124.2669341,48.23227202,16.23740959,91.76
21127,39.21,31.12245789,3968,64.22584013,257.9925373,13.40308796,5.445927544,80.034398,4001,2467,118,29292.2,34319,0,41.71090551,89.74164518,35.45945946,9.255717256,88.1
21175,35.63,31.06902655,3990,64.26019741,306.147139,13.24167803,5.593206262,80.02176991,4021,2467,118,24689.8,31615,0,28.39041301,38.85003885,31.3914816,9.795086364,86.88
21177,40.36,32.86327093,4243,60.36647029,147.1094092,14.59580121,5.976811674,84.59422907,4157,2603,125,31604.8,39499,0,37.23247185,68.045552,40.63883618,11.4800759,87.64
13145,60.28,27.81827893,4610,55.04749555,219.7981439,17.33749254,5.690813054,68.43338279,4538,3183,156,41696.8,66681.5,1.009354699,51.47708967,111.4327588,66.54180239,35.08686211,87.42
13251,47.86,27.51511677,4585,55.26762308,49.93039049,17.96805732,5.979278436,66.29756688,4605,3198,157,29707.6,35511,0,14.13767266,18.37897445,46.3410804,14.16457286,81.36
13297,73.97,28.76235392,4549,56.19953332,252.4594595,16.73258204,6.229533332,71.28429883,4480,3019,148,34366.2,55164.5,0.763603015,42.60904824,91.6323618,58.83712697,22.43486953,83.32
6111,73.94,24.37261716,4979,28.75799307,656.9706614,14.55302931,11.19508043,47.74047585,5024,3453,168,53133,79660,4.737031961,75.22406753,213.284864,72.88049378,44.32709904,86.22
6037,46.07,27.37809618,5080,25.94148837,554.7437902,16.43698672,10.58102939,54.7693498,5058,3529,171,52563.2,58605.5,4.407651718,72.22530868,265.1058673,66.01451616,39.35293598,82.24
13129,38.4,29.59647779,4397,57.08517273,232.052795,16.25560227,5.077843441,74.25173047,4376,2910,142,30563.6,42532,0,47.67868834,92.51088782,44.25343511,14.72061069,77.58
19025,43.49,40.43841202,4062,54.64387984,357.0221088,9.059721028,6.684618027,108.050176,3951,2251,105,46915.8,45611.5,0,70.90043553,95.20915628,46.2652347,15.90442862,92.18
36031,43.17,36.27233698,3702,70.37588395,482.1619332,6.235406294,5.427157619,96.04297038,3539,1870,87,39438.4,54026,0,39.38191127,80.8365547,53.88942839,19.12734822,91.16
19195,42.33,40.65245009,3941,58.25684208,370.7704082,7.806135326,6.006091956,109.0834785,3786,2131,99,43839,49669.5,0,26.43754131,26.43754131,50.81294137,14.4194449,92.56
13147,62.3,29.26634718,4491,52.42882727,233.1666667,16.40392262,4.473006399,72.6343557,4516,3008,147,32412,39434.5,0,41.59211476,65.91957811,42.71435756,13.75408599,81.16
22049,37.9,28.65281827,4584,54.1382465,73.35338346,18.71629415,5.172717977,70.43517979,4520,3216,158,31516.2,37211.5,0,17.50262539,23.75356303,45.01421127,16.99431549,83.74
36103,59.68,27.9767759,3884,53.32105807,-2.972469293,11.66821897,5.038714888,78.49534858,3918,2224,105,58409.4,90750.5,4.179924029,74.67834484,299.8206146,74.61889085,47.50640861,91.24
35047,23,34.76799909,5339,35.39109935,1813.031208,11.96503715,6.423783432,80.053821,5199,3542,171,31199.8,29202.5,0,72.84402891,130.129139,34.94772776,10.00640068,84.96
13293,49.32,27.92487179,4609,55.06020514,207.6790541,17.33074076,5.664982909,68.63276068,4524,3154,155,31249.8,35574.5,0,52.96810563,126.3667663,38.77322901,9.948302361,82.6
6097,91.11,20.44913071,4508,35.24709526,196.6378505,14.18097634,17.71796272,39.48507083,4701,2997,142,51927.6,68004.5,5.48341961,98.78179815,254.9790119,65.62510898,34.80627724,87.18
16019,71.37,37.59348101,4280,50.46618228,1864.084343,6.120871305,12.90412152,87.89704051,4324,2601,120,40003.6,52456,2.751561511,43.10779701,190.4080566,53.86445598,20.79698326,86.12
13013,53.2,28.9777592,4524,56.34148826,269.9387755,16.4776199,5.927541803,71.99036789,4473,2996,146,31937,54065.5,0.907380085,22.04933607,57.16494537,56.45051552,17.67676768,80.72
13183,38.51,24.72506983,4595,56.06209649,24.9972067,19.18928071,6.220964363,59.71807961,4616,3259,161,26873.4,50973,0,0,1.163426524,56.22161671,15.06206479,79.4
22043,45.77,27.33637134,4582,54.97427303,49.20307167,19.16908647,5.774548539,66.59623993,4549,3268,161,28886.6,40245.5,0,8.993614534,24.28275924,42.41784038,13.32550861,83.6
34039,45.12,32.38353222,3925,58.09461915,40.31775701,12.2929793,3.60273811,85.13322196,3880,2153,102,58266.6,71485,2.055682141,67.69240369,248.0603732,72.96382946,47.79593692,84.72
21087,42.88,31.61762557,4147,61.97543298,221.375,14.18038052,5.607493169,81.49076712,4117,2561,123,30512.4,36185,0,0,37.76435045,37.4233852,8.934464875,85.8
21237,24.28,30.89646643,4013,64.79426385,334.1520737,13.24242245,5.448233217,79.52053004,4013,2469,119,27500.2,21251.5,0,13.8719343,33.29264233,21.62970785,4.575853573,87.66
22061,33.16,29.26847437,4586,54.08544374,75.27315914,18.58371078,5.06954438,72.08197855,4504,3185,156,34689.4,33945.5,4.210473131,66.10442815,186.1029124,53.15775884,25.33436612,80.6
36041,54.54,35.65843085,3690,73.37480993,611.9648562,6.024755098,6.438889925,94.33931782,3513,1931,90,45450.4,51915,0,21.2585034,21.2585034,51.55865463,17.14520098,90.04
13223,41.55,29.07846425,4492,57.99744486,323.393617,16.20620772,4.543823794,72.37859665,4420,3007,147,32316.4,61889,0.222578348,14.15598291,25.24038462,62.99788339,24.43204413,85.22
25027,37.53,34.01862669,3853,63.62307166,221.4436183,9.446942153,5.081576248,88.00781575,3729,2009,95,49692,67313,3.769908395,102.3775993,335.4316971,64.66572337,34.68070518,96.38
6031,33.54,31.47352657,5186,26.28118639,117.7027027,18.68116264,18.21802399,61.36353816,5182,3215,154,31450.8,48111.5,0,40.08798117,88.53868689,59.47805905,25.76509958,85.98
6073,78.73,26.48561515,5173,28.52146464,556.3965517,17.0351336,10.6701155,50.67578766,5075,3570,174,52148,67448.5,6.146653246,78.35753558,283.5082343,67.09749429,37.73167443,86.54
13079,55.35,27.77144068,4613,54.88810334,150.6167247,17.67067086,5.99553768,67.99334746,4558,3149,155,29839,41428.5,0,9.646147168,24.11536792,44.73838918,13.56554968,80.92
36027,50.31,34.15824835,3817,62.67109415,167.1727053,10.52178565,5.217577937,88.57417217,3775,2053,97,48240.2,73744.5,3.375996932,72.65145397,250.2964125,68.69706648,37.43908209,92.08
6061,73.23,32.16819509,4924,35.00885987,1142.361169,11.71738365,18.23567479,66.89005495,4860,2990,142,56705.2,77218,4.578244076,118.8188992,319.0766813,68.73542835,38.36113387,91.14
36077,58.68,34.60442414,3706,73.86132513,479.1900192,7.898507249,8.73232083,91.12354893,3528,1968,92,37830.6,49921,2.7299759,112.0382109,538.5696455,50.39599373,18.22674226,91
21201,39.23,32.40154242,3995,64.22556696,241.2989691,12.97838477,5.981572173,84.27033419,3997,2426,116,29859.4,31217.5,0,0,45.81691561,36.94933921,11.45374449,86.82
16049,50.69,32.76056227,3897,60.05928756,1562.355449,5.905901252,17.57210814,74.53673084,3979,2211,101,30595,39245,0,60.44383041,80.18059136,38.33645012,8.179526791,81.72
49011,92.61,39.80055468,4553,39.19933039,1411.080871,10.53433372,14.71968701,93.89659271,4630,2858,134,39494,73536.5,3.240337667,49.57716631,152.9844421,72.53379268,32.89020384,90.84
13291,75.8,29.14165975,4340,60.7617363,723.2086093,13.06625865,4.929232055,72.67390041,4300,2882,140,31886.8,41783,4.537369777,94.37729137,165.1602599,43.55209089,12.18274112,79.38
19013,47.07,39.77612263,3970,58.1741347,280.6502463,8.96745827,6.005671129,105.954063,3836,2170,101,39800.4,49642.5,1.50688193,94.63218519,245.0190018,52.96633524,18.89261227,92.12
16081,63.35,36.83390466,4250,52.34410187,1988.305085,5.110913226,11.23237534,85.98256026,4123,2616,121,31547,54730,0,51.73206622,90.05211527,56.13737872,18.80486678,77.48
16077,54.97,39.12035248,4329,47.25895138,1577.533423,8.632207812,14.50812299,93.50872733,4408,2647,123,34419.4,46190.5,0,33.84006664,33.84006664,43.56461181,15.16636575,79.24
36109,56.74,34.07298106,3680,72.22334325,374.1784314,8.779328672,8.54300898,89.74639083,3579,1971,92,39228.4,54412,1.600535731,86.81305807,234.1263668,58.01716315,26.95632791,91.4
36001,48.61,34.87118644,3771,65.27791112,242.1286765,9.221446026,6.019377009,91.44163078,3712,1975,93,53461.4,61090,2.816050796,101.1178855,529.4392116,63.73902906,31.27121647,92.86
21129,37.24,30.87048568,4038,64.0400124,299.039801,13.56167497,5.30955168,79.4507472,4037,2494,120,28555.4,22997.5,0,27.86136186,39.00590661,23.83939774,3.853737229,88.1
16013,76.11,37.58599095,4221,47.65365441,1868.781159,6.361664407,13.42689147,89.58658552,4410,2636,122,88109.8,59461.5,7.763492951,98.75163033,312.0924166,58.99638645,25.62896298,79.98
22053,25.88,23.42898925,4581,58.5360963,8.991243433,20.12805733,6.759660365,59.92794839,4583,3433,170,37067.2,39903.5,0,44.56838701,75.12956667,46.65770368,20.44635655,83.32
6075,77.93,16.76270492,4697,48.29375562,-24.79545455,14.56635929,9.975226264,30.56086066,4411,2863,138,100218.6,88779.5,14.77917753,158.3449705,667.4386337,76.28858223,55.27304344,90.76
49003,80.37,40.08705001,4481,44.11054705,1478.935792,10.35295288,13.98162603,96.46003762,4560,2773,129,32540.8,56936.5,0,33.75769734,67.90341418,58.60297043,19.38071874,88.9
16039,48.33,37.06935333,4331,45.03964761,1444.726131,8.772221356,15.44895449,86.88184828,4610,2687,125,33642,44501,0,59.05768479,95.10588199,46.83138438,14.62969948,82.86
13137,70.28,29.2944227,4417,56.13076398,474.7808765,14.70760765,5.687120471,73.04707436,4435,2963,144,29984.2,42690.5,0,56.21212537,95.97192136,43.5906338,13.96443313,78.36
13319,48.53,27.6854064,4596,53.81374845,106.3756219,17.8983323,4.762009865,67.51559729,4594,3187,156,32076.4,38598,0,15.02339357,15.02339357,46.69090909,11.46666667,83
9011,38.2,29.18053903,3853,59.09761213,70.56015524,10.74272548,3.927928371,80.03546377,3857,2109,100,51689.4,67822,3.177722697,65.2655354,207.30974,66.84438387,34.27059592,92.88
19039,20.69,38.91372434,4155,56.41119647,332.5486111,10.32408112,5.992316719,102.4446628,4013,2332,110,36215.4,46522.5,0,40.8777969,49.48364888,47.44600117,16.33099825,90.64
19065,49.24,39.68910957,3918,59.06873551,335.896978,8.377410906,5.973912608,105.8404303,3791,2152,100,39503,46670,0,35.31177353,50.02501251,47.06134443,14.08105792,91.9
6041,132.45,17.48964896,4595,41.52612538,70.78184111,14.25806705,12.94982907,32.8499505,4719,2965,141,106806.4,98980,11.69314715,144.8665285,516.0918264,75.87639113,54.1140832,91.1
19181,48.11,39.2212043,4130,56.54181503,274.7123288,10.30581364,6.26075269,103.613729,3975,2286,107,43983.4,67980.5,0,56.54885655,89.81288981,65.31055288,28.68138374,94.8
13199,39.79,28.1185567,4596,56.14445587,256.8738938,17.01365523,5.734353008,69.34085187,4509,3148,154,30595,36100,0,33.02915058,50.9592609,46.69776317,11.7990035,81.1
19001,44.85,39.34988943,4134,54.80921953,385.9727891,9.893513194,6.271937918,103.9663866,4014,2345,110,45585.6,48001.5,0,40.84188744,65.3470199,47.6703645,13.977813,92.58
13053,77.45,27.43164983,4635,54.8825169,131.9869565,17.92779651,6.497494383,67.16415264,4562,3219,158,29356.2,44737,0,41.66250042,146.6520015,47.26861025,12.62383244,86.98
6043,37.95,31.17306379,5067,31.37468811,1102.87545,12.99336178,16.44705914,63.92016532,5116,3239,154,42686.8,49533,0,31.71618545,41.91067363,50.89713844,20.54137664,87.48
16009,45.55,32.49532872,3808,61.95892333,958.3360371,8.060469528,19.35417458,77.17303057,3767,2035,92,32950.4,41667.5,0,79.25500297,134.2931995,41.37606032,12.00125668,82
25019,48.18,21.69341693,3935,54.95295563,-7.933333333,10.44331246,6.264458128,65.53501567,3847,2249,106,106407.6,87999.5,0,54.21979583,108.4395917,75.05703422,47.31558935,94.74
13019,40.44,26.18094059,4627,55.98466294,78.18978102,18.53319412,6.601768707,61.70870668,4650,3346,165,27423.4,35066,0,15.83197002,30.60847538,37.34722336,8.596505619,79.02
6035,22.72,34.99990914,4766,39.49858975,1635.745259,8.643974703,17.03472666,77.23159166,4864,2975,140,32743.4,52819,0,44.43470914,72.59755296,53.71592037,19.90775877,90.76
